PlayerType,PlayerName,Dribbling,Pace,PlayerNation,Passing,PlayerClub,PlayerRating,PlayerPosition,Defense,Shooting,Physical
IF,Thomas Müller,83,81,Germany,83,FC Bayern München,89,RW,49,88,76
PTGS,Ousmane Dembélé,93,95,France,84,FC Barcelona,89,RM,36,86,65
MOTM,Medhi Benatia,71,78,Morocco,63,Juventus,88,CB,90,50,87
TOTS,Munas Dabbur,85,88,Israel,84,FC Red Bull Salzburg,88,ST,42,88,82
TOTS,Kevin Mbabu,82,96,Switzerland,80,BSC Young Boys,88,RB,89,58,93
TOTS,Diego Valeri,88,77,Argentina,91,Portland Timbers,88,CAM,47,92,75
TOTS,Alexandr Kokorin,91,93,Russia,86,Zenit St. Petersburg,88,ST,50,89,83
TOTS,Mauro Boselli,84,75,Argentina,80,Club León,88,ST,41,89,88
WORLDCUP,Mesut Özil,86,71,Germany,87,UEFA,88,CAM,24,74,58
WORLDCUP,Gonzalo Higuaín,83,79,Argentina,70,CONMEBOL,88,ST,25,86,74
WORLDCUP,Nabil Fekir,92,86,France,87,UEFA,88,CAM,35,86,85
WORLDCUP,Corentin Tolisso,89,84,France,90,UEFA,88,CM,85,85,88
WORLDCUP,Ousmane Dembélé,93,94,France,86,UEFA,88,RM,40,86,69
WORLDCUP,Mohamed Salah,89,93,Egypt,79,CAF,88,RM,45,82,77
WORLDCUP,Thomas Lemar,90,89,France,88,UEFA,88,LM,67,86,74
WORLDCUP,Thiago,90,72,Spain,85,UEFA,88,CM,62,75,63
WORLDCUP,Diego Godín,64,67,Uruguay,65,CONMEBOL,88,CB,88,48,79
WORLDCUP,Pepe,63,72,Portugal,59,UEFA,88,CB,87,51,85
FOF,Yerry Mina,74,70,Colombia,76,FC Barcelona,88,CB,90,70,93
ICON,Alessandro Nesta,65,70,Italy,63,Icons,88,CB,90,40,85
FOF,Kieran Trippier,87,87,England,93,Tottenham Hotspur,88,RWB,88,73,84
FOF,Mário Fernandes,83,91,Russia,87,CSKA Moscow,88,RB,88,73,84
FOF,Nacer Chadli,90,86,Belgium,86,West Bromwich Albion,88,LM,48,88,86
FOF,Artem Dzyuba,78,83,Russia,75,Zenit St. Petersburg,88,ST,36,89,91
FOF,Alfreð Finnbogason,85,83,Iceland,78,FC Augsburg,88,ST,38,90,87
FOF,Milan Badelj,86,65,Croatia,87,Fiorentina,88,CM,83,80,83
FOF,Diego Laxalt,90,94,Uruguay,86,Genoa,88,LB,54,80,79
ICON,Jari Litmanen,83,83,Finland,81,Icons,88,CAM,33,89,64
ICON,Javier Zanetti,82,83,Argentina,85,Icons,88,RB,87,61,80
IF,Arturo Vidal,81,76,Chile,82,FC Bayern München,88,CM,84,84,85
IF,Lorenzo Insigne,92,91,Italy,86,Napoli,88,LW,26,80,53
IF,Marco Verratti,90,66,Italy,87,Paris Saint-Germain,88,CM,80,61,70
ICON,Marcel Desailly,67,83,France,69,Icons,88,CDM,88,54,88
IF,Iniesta,91,72,Spain,89,FC Barcelona,88,LM,59,73,60
ICON,Andriy Shevchenko,85,84,Ukraine,72,Icons,88,ST,35,89,75
ICON,Frank Rijkaard,78,78,Netherlands,79,Icons,88,CB,88,73,85
OTW,Coutinho,91,84,Brazil,89,FC Barcelona,88,LW,37,82,67
IF,Mauro Icardi,83,82,Argentina,68,Inter,88,ST,31,89,77
IF,Jordi Alba,84,94,Spain,78,FC Barcelona,88,LB,85,72,77
TOTGS,Joshua Kimmich,91,79,Germany,93,FC Bayern München,88,RB,88,77,83
IF,Miralem Pjanić,88,76,Bosnia Herzegovina,92,Juventus,88,CM,74,75,72
FUTMAS,Jordi Alba,85,94,Spain,79,FC Barcelona,88,LB,83,72,76
TOTGS,Casemiro,75,65,Brazil,79,Real Madrid CF,88,CDM,89,73,89
NIF,Pierre-Emerick Aubameyang,81,96,Gabon,75,Arsenal,88,ST,37,84,71
NIF,Paul Pogba,85,76,France,86,Manchester United,88,CM,68,79,88
NIF,N'Golo Kanté,81,82,France,76,Chelsea,88,CDM,82,66,84
EUMOTM,Thomas Müller,81,79,Germany,81,FC Bayern München,88,RM,48,87,74
EUMOTM,Ciro Immobile,86,86,Italy,74,Lazio,88,ST,46,91,83
NIF,Harry Kane,81,73,England,75,Tottenham Hotspur,88,ST,42,89,84
PTGS,Sergej Milinković-Savić,88,78,Serbia,88,Lazio,88,CM,86,88,89
FUT-BIRTHDAY,Jordi Alba,85,94,Spain,82,FC Barcelona,88,LW,83,80,75
FUT-BIRTHDAY,Azpilicueta,80,85,Spain,83,Chelsea,88,RB,88,62,81
NIF,Edinson Cavani,81,77,Uruguay,73,Paris Saint-Germain,88,ST,42,85,82
EUMOTM,Timo Werner,91,95,Germany,76,RB Leipzig,88,ST,33,89,73
NIF,Christian Eriksen,85,75,Denmark,89,Tottenham Hotspur,88,CAM,47,80,63
FUT-BIRTHDAY,Javi Martinez,76,65,Spain,82,FC Bayern München,88,CDM,88,70,88
FUT-BIRTHDAY,Robin van Persie,84,78,Netherlands,81,Feyenoord,88,ST,49,89,73
WORLDCUP,Miranda,68,71,Brazil,61,CONMEBOL,87,CB,88,49,81
WORLDCUP,Thiago Silva,75,74,Brazil,76,CONMEBOL,87,CB,90,60,82
WORLDCUP,Paulinho,82,77,Brazil,78,CONMEBOL,87,CM,80,81,85
WORLDCUP-ICON,Miroslav Klose,78,77,Germany,73,Icons,87,ST,41,85,70
SBC-PREMIUM,Marcus Rashford,89,96,England,84,Manchester United,87,ST,43,88,82
IF,Franco Vázquez,90,73,Italy,90,Sevilla FC,87,RM,49,87,80
WORLDCUP,James Rodríguez,84,76,Colombia,85,CONMEBOL,87,CAM,40,85,68
WORLDCUP,Ivan Perišić,88,88,Croatia,85,UEFA,87,LM,47,87,80
FOF,Denis Cheryshev,85,87,Russia,83,Villarreal CF,87,LM,58,87,77
WORLDCUP,Andreas Granqvist,68,59,Sweden,70,UEFA,87,CB,90,78,89
WORLDCUP,Steven N'Zonzi,83,70,France,83,UEFA,87,CDM,90,75,93
FOF,Benjamin Pavard,87,85,France,85,VfB Stuttgart,87,RB,87,52,79
FOF,Benjamin Mendy,85,90,France,80,Manchester City,87,LB,84,60,89
NIF,Iniesta,90,71,Spain,87,Vissel Kobe,87,CM,58,70,58
FOF,Alexandr Golovin,87,87,Russia,88,CSKA Moscow,87,CAM,67,80,70
NIF,Arturo Vidal,79,75,Chile,80,FC Barcelona,87,CDM,83,81,84
FOF,Asamoah Gyan,87,88,Ghana,80,Kayserispor,87,ST,34,87,81
FOF,Joel Campbell,88,92,Costa Rica,87,Real Betis Balompié,87,ST,45,87,81
FOF,Yussuf Poulsen,86,93,Denmark,81,RB Leipzig,87,RW,39,85,87
FOF,Ludwig Augustinsson,80,93,Sweden,89,SV Werder Bremen,87,LB,87,80,86
IF,Matthias Ginter,77,75,Germany,87,Borussia Mönchengladbach,87,CB,89,75,86
NIF,Diego Godín,64,65,Uruguay,65,Atlético Madrid,88,CB,88,48,78
NIF,Thiago Silva,74,72,Brazil,73,Paris Saint-Germain,88,CB,88,56,79
FUT-BIRTHDAY,David Alaba,83,87,Austria,84,FC Bayern München,87,CM,84,78,76
NIF,Paulo Dybala,91,86,Argentina,81,Juventus,88,CAM,24,85,67
NIF,Zlatan Ibrahimović,82,65,Sweden,81,Manchester United,88,ST,32,88,82
FUT-BIRTHDAY,Ángel Di María,88,90,Argentina,84,Paris Saint-Germain,87,CAM,50,83,71
NIF,Pierre-Emerick Aubameyang,81,96,Gabon,75,Borussia Dortmund,88,ST,37,84,71
WORLDCUP,Willian,90,93,Brazil,89,CONMEBOL,87,RW,52,82,71
EUMOTM,Edin Džeko,80,67,Bosnia Herzegovina,76,Roma,87,ST,36,88,77
IF,David Alaba,81,88,Austria,83,FC Bayern München,87,LWB,83,79,75
IF,Dele Alli,88,80,England,82,Tottenham Hotspur,87,CAM,68,86,82
SBC,Koke,85,74,Spain,89,Atlético Madrid,87,CM,68,82,79
IF,Quaresma,93,87,Portugal,90,Beşiktaş JK,87,LM,28,84,66
IF,Miranda,69,72,Brazil,61,Inter,87,CB,90,52,79
IF,Iago Aspas,90,85,Spain,82,RC Celta de Vigo,87,ST,35,90,71
IF,Marko Arnautović,88,84,Austria,86,West Ham United,87,LW,60,86,87
IF,Kalidou Koulibaly,59,77,Senegal,53,Napoli,87,CB,90,30,89
POTM,Ryan Sessegnon,88,92,England,86,Fulham,87,LW,76,85,79
TOTS,Andrew Robertson,87,86,Scotland,80,Liverpool,87,LB,87,70,83
TOTS,Abdoulaye Doucouré,86,72,France,83,Watford,87,CDM,84,87,87
IF,Olivier Giroud,83,60,France,79,Chelsea,87,ST,45,91,89
IF,Vincent Kompany,67,69,Belgium,73,Manchester City,87,CB,88,59,86
MOTM,Kylian Mbappé,91,94,France,85,Paris Saint-Germain,87,RW,52,87,79
MOTM,Marlos,91,88,Ukraine,90,Shakhtar Donetsk,87,RM,56,86,73
IF,Florian Thauvin,90,87,France,87,Olympique de Marseille,87,RM,42,88,69
TOTS,Kevin-Prince Boateng,89,79,Ghana,86,Eintracht Frankfurt,87,CM,80,86,86
IF,Marco Reus,88,89,Germany,86,Borussia Dortmund,87,CAM,42,88,67
OTW,Kylian Mbappé,91,94,France,85,Paris Saint-Germain,87,ST,52,87,79
OTW,Morata,84,85,Spain,74,Chelsea,87,ST,28,84,77
TOTS,Tom Cairney,83,78,Scotland,88,Fulham,87,CM,71,84,79
TOTS,Fernando,77,79,Brazil,84,Spartak Moscow,87,CDM,86,79,83
IF,Michy Batshuayi,87,86,Belgium,77,Borussia Dortmund,87,ST,37,91,85
TOTS,Marco van Ginkel,84,77,Netherlands,84,PSV,87,CM,80,88,84
IF,Mohamed Salah,90,94,Egypt,80,Liverpool,87,ST,50,83,76
PTG,Dimitri Payet,90,82,France,90,Olympique de Marseille,87,LM,40,85,73
IF,Isco,90,72,Spain,85,Real Madrid CF,87,CAM,55,85,64
PTG,Leroy Sané,91,96,Germany,85,Manchester City,87,LM,37,84,76
SCREAM,Franck Ribéry,90,84,France,84,FC Bayern München,87,LM,25,78,63
SCREAM,Karim Benzema,83,80,France,80,Real Madrid CF,87,ST,22,85,77
IF,Mauro Icardi,80,81,Argentina,65,Inter,87,ST,30,88,74
IF,Joshua Kimmich,88,78,Germany,91,FC Bayern München,87,RB,86,74,81
IF,Romelu Lukaku,77,84,Belgium,72,Manchester United,87,ST,35,87,85
IF,Casemiro,73,64,Brazil,77,Real Madrid CF,87,CDM,88,71,88
IF,Raheem Sterling,88,95,England,84,Manchester City,87,RW,51,82,72
IF,Shkodran Mustafi,66,71,Germany,70,Arsenal,87,CB,87,63,84
POTM,Leroy Sané,90,95,Germany,83,Manchester City,87,LW,40,87,80
FUTMAS,Azpilicueta,76,80,Spain,78,Chelsea,87,CB,89,56,82
FUTMAS,Radja Nainggolan,83,79,Belgium,82,Roma,87,CM,81,84,83
IF,Medhi Benatia,70,77,Morocco,62,Juventus,87,CB,88,46,86
IF,Ciro Immobile,85,85,Italy,70,Lazio,87,ST,43,90,81
IF,Coutinho,89,83,Brazil,86,Liverpool,87,LW,36,80,66
IF,Ivan Perišić,86,87,Croatia,84,Inter,87,LM,45,85,80
IF,Radja Nainggolan,84,80,Belgium,80,Roma,87,CM,82,82,84
IF,Nicolás Otamendi,61,66,Argentina,67,Manchester City,87,CB,89,65,86
IF,Heung Min Son,89,90,Korea Republic,83,Tottenham Hotspur,87,LM,35,89,73
IF,Nabil Fekir,91,84,France,85,Olympique Lyonnais,87,CAM,38,88,82
NIF,Radja Nainggolan,82,78,Belgium,78,Inter,86,CM,81,80,83
IF,Marcos Alonso,86,82,Spain,85,Chelsea,86,LB,86,81,86
IF,Carvajal,85,84,Spain,77,Real Madrid CF,86,RB,86,53,80
IF,Vincent Aboubakar,88,88,Cameroon,85,FC Porto,86,ST,34,87,87
IF,James Rodríguez,85,77,Colombia,87,FC Bayern München,87,CM,41,87,70
POTM,Sadio Mané,89,95,Senegal,80,Liverpool,87,LW,45,83,81
IF,Nani,88,85,Portugal,86,Sporting CP,86,LM,32,86,68
FUTTIE,Ivan Perišić,84,86,Croatia,80,Inter,86,CAM,43,81,76
IF,Pizzi,88,83,Portugal,86,SL Benfica,86,CM,66,85,75
IF,Fernando Torres,87,80,Spain,80,Sagan Tosu,86,ST,31,87,74
IF,André-Pierre Gignac,82,79,France,81,Tigres U.A.N.L.,86,ST,47,91,88
FUTTIE,Alex Sandro,81,86,Brazil,77,Juventus,86,LB,81,65,84
FUTTIE,David Luiz,71,70,Brazil,74,Chelsea,86,CDM,84,64,81
IF,Wayne Rooney,83,73,England,89,D.C. United,86,ST,62,88,85
IF,Gastón Pereiro,88,84,Uruguay,85,PSV,86,CAM,53,90,82
IF,Josef Martínez,89,94,Venezuela,80,Atlanta United FC,86,ST,40,87,84
IF,Romain Alessandrini,92,97,France,88,LA Galaxy,86,ST,47,91,83
IF,Leon Goretzka,84,87,Germany,86,FC Bayern München,86,CM,83,82,81
IF,Viktor Fischer,88,88,Denmark,88,FC København,86,LM,44,86,77
IF,Hakim Ziyech,85,81,Morocco,91,Ajax,86,RW,55,85,69
IF,Carlos Vela,87,88,Mexico,85,LAFC,86,RW,29,88,70
NIF,Arturo Vidal,79,75,Chile,80,FC Bayern München,87,CDM,83,81,84
NIF,Iniesta,90,71,Spain,87,FC Barcelona,87,CM,58,70,58
NIF,Marco Verratti,89,65,Italy,84,Paris Saint-Germain,87,CM,79,59,68
IF,Nicolas Nkoulou,81,80,Cameroon,79,Torino,86,CB,89,56,85
NIF,Sokratis,61,78,Greece,55,Arsenal,86,CB,87,52,84
NIF,Christian Eriksen,84,75,Denmark,88,Tottenham Hotspur,87,CAM,47,78,63
NIF,Marcelo,85,78,Brazil,80,Real Madrid CF,87,LB,82,69,79
NIF,Piqué,66,65,Spain,69,FC Barcelona,87,CB,86,61,76
NIF,Marek Hamšík,84,74,Slovakia,84,Napoli,87,CM,68,80,70
NIF,Ivan Rakitić,82,65,Croatia,86,FC Barcelona,87,CM,60,84,66
NIF,N'Golo Kanté,80,81,France,75,Chelsea,87,CDM,81,66,84
NIF,David Silva,87,68,Spain,87,Manchester City,87,CAM,38,72,61
IF,Wilfried Zaha,91,94,Ivory Coast,78,Crystal Palace,86,ST,40,83,80
TOTS,Barry Douglas,76,85,Scotland,88,Wolverhampton Wanderers,86,LWB,86,63,78
TOTS,James Maddison,86,84,England,84,Norwich City,86,CAM,38,86,60
TOTS,Diogo Jota,89,88,Portugal,75,Wolverhampton Wanderers,86,LW,49,85,76
IF,Alexandre Lacazette,87,87,France,73,Arsenal,86,ST,40,85,78
IF,Dante,70,56,Brazil,74,OGC Nice,86,CB,89,58,84
IF,Nils Petersen,80,72,Germany,73,Sport-Club Freiburg,86,ST,42,89,80
TOTS,Léo Matos,81,86,Brazil,84,PAOK,86,RB,87,83,84
TOTS,Domenico Criscito,84,83,Italy,87,Zenit St. Petersburg,86,LB,84,80,84
IF,Alex Telles,85,89,Brazil,89,FC Porto,86,LB,85,71,82
IF,Juan Cuadrado,91,94,Colombia,85,Juventus,86,RB,70,83,71
TOTS,Ben Davies,82,81,Wales,88,Tottenham Hotspur,86,LB,86,62,81
TOTS,Abdullah Ateef,78,63,Saudi Arabia,87,Al Hilal,86,CDM,84,75,83
TOTS,Thomas Partey,83,83,Ghana,80,Atlético Madrid,86,CDM,86,74,91
TOTS,Yu Kobayashi,87,90,Japan,82,Kawasaki Frontale,86,ST,40,88,78
TOTS,Bobô,86,84,Brazil,83,Sydney FC,86,ST,41,90,83
WORLDCUP,Thomas Meunier,85,84,Belgium,85,UEFA,86,RM,87,88,90
IF,Mario Gómez,83,78,Germany,67,VfB Stuttgart,86,ST,33,88,83
IF,Douglas Costa,92,96,Brazil,86,Juventus,86,LM,37,82,68
WORLDCUP,Dries Mertens,89,90,Belgium,80,UEFA,86,CF,36,82,54
WORLDCUP,Nicolás Otamendi,61,63,Argentina,62,CONMEBOL,86,CB,85,57,83
IF,Manuel Lanzini,91,87,Argentina,87,West Ham United,86,LF,33,86,60
WORLDCUP,Thomas Müller,79,77,Germany,78,UEFA,86,RM,46,82,71
WORLDCUP,Benjamin Mendy,86,87,France,85,UEFA,86,LB,84,68,86
IF,Raúl Albiol,66,61,Spain,64,Napoli,86,CB,90,46,82
IF,Mario Balotelli,86,83,Italy,75,OGC Nice,86,ST,29,90,82
EUMOTM,Dimitri Payet,88,81,France,89,Olympique de Marseille,86,LW,39,80,71
OTW,Henrikh Mkhitaryan,88,87,Armenia,84,Arsenal,86,RM,55,81,71
OTW,Diego Costa,76,75,Spain,65,Atlético Madrid,86,ST,40,83,88
WORLDCUP,Djibril Sidibé,84,85,France,84,UEFA,86,RB,86,75,85
IF,Matthias Ginter,74,73,Germany,83,Borussia Mönchengladbach,86,CB,87,71,84
IF,Henrikh Mkhitaryan,88,87,Armenia,84,Arsenal,86,LM,55,81,71
IF,Ángel Di María,88,87,Argentina,84,Paris Saint-Germain,86,RW,48,80,69
IF,Nacho Fernández,72,80,Spain,74,Real Madrid CF,86,CB,88,47,84
IF,Giuliano,88,86,Brazil,86,Fenerbahçe SK,86,CAM,53,85,79
IF,Jan Vertonghen,71,69,Belgium,74,Tottenham Hotspur,86,CB,87,66,83
IF,Marco Asensio,86,80,Spain,86,Real Madrid CF,86,LM,42,84,64
IF,Giacomo Bonaventura,86,81,Italy,87,Milan,86,CM,74,84,77
IF,Andrej Kramarić,90,79,Croatia,81,TSG 1899 Hoffenheim,86,ST,33,88,79
IF,Florian Thauvin,88,86,France,85,Olympique de Marseille,86,RM,41,86,68
IF,Marlos,90,87,Ukraine,87,Shakhtar Donetsk,86,RM,55,84,71
IF,Kamil Glik,56,58,Poland,46,AS Monaco Football Club SA,86,CB,88,33,86
NIF,Mauro Icardi,78,79,Argentina,61,Inter,86,ST,28,85,72
IF,Sergej Milinković-Savić,86,76,Serbia,84,Lazio,86,CM,82,85,87
EUMOTM,Michy Batshuayi,85,85,Belgium,74,Borussia Dortmund,86,ST,34,90,83
EUMOTM,İlkay Gündoğan,88,72,Germany,86,Manchester City,86,CM,65,77,72
NIF,Ivan Perišić,84,86,Croatia,80,Inter,86,LM,43,81,76
NIF,Miralem Pjanić,86,74,Bosnia Herzegovina,87,Juventus,86,CM,71,70,70
NIF,Azpilicueta,74,79,Spain,77,Chelsea,86,CB,87,55,79
MOTM,Vincent Kompany,66,68,Belgium,67,Manchester City,86,CB,86,58,85
IF,Falcao,82,71,Colombia,72,AS Monaco Football Club SA,86,ST,38,88,77
SBC,André-Pierre Gignac,80,76,France,78,Tigres U.A.N.L.,86,ST,48,89,87
ICON,Patrick Kluivert,81,87,Netherlands,77,Icons,86,ST,37,83,76
ICON,Andriy Shevchenko,85,88,Ukraine,67,Icons,86,ST,32,90,71
SBC,Quaresma,92,86,Portugal,85,Beşiktaş JK,86,RM,28,82,66
ICON,Henrik Larsson,84,86,Sweden,74,Icons,86,ST,46,86,72
ICON,Marc Overmars,87,88,Netherlands,79,Icons,86,LW,48,78,65
OTW,Kyle Walker,78,91,England,77,Manchester City,86,RB,84,65,84
IF,Blaise Matuidi,77,79,France,79,Juventus,86,CM,83,70,85
IF,Ciro Immobile,83,84,Italy,67,Lazio,86,ST,41,88,80
ICON,Frank Rijkaard,75,70,Netherlands,77,Icons,86,CDM,86,67,81
HERO,Mohamed Salah,89,94,Egypt,79,Liverpool,86,RM,48,81,73
SBC,Quincy Promes,88,92,Netherlands,84,Spartak Moscow,86,RM,35,87,73
IF,Raheem Sterling,87,94,England,81,Manchester City,86,RW,48,79,69
IF,Nicolás Otamendi,60,65,Argentina,65,Manchester City,86,CB,88,62,84
SCREAM,Yannick Carrasco,88,89,Belgium,80,Atlético Madrid,86,LM,30,81,67
POTM,Olivier Giroud,82,56,France,78,Arsenal,86,ST,44,89,87
PTG,Giuliano,88,86,Brazil,86,Fenerbahçe SK,86,CM,53,85,79
PTGS,Marco Asensio,86,80,Spain,86,Real Madrid CF,86,LW,42,84,64
PTGS,Mario Gómez,83,78,Germany,67,VfB Stuttgart,86,ST,33,88,83
SCREAM,Vincent Kompany,65,66,Belgium,66,Manchester City,86,CB,85,57,84
SBC,Omar Al Soma,83,82,Syria,80,Al Ahli,86,ST,48,87,84
IF,Iago Aspas,89,84,Spain,80,RC Celta de Vigo,86,ST,33,88,69
TOTGS,Kylian Mbappé,89,93,France,83,Paris Saint-Germain,86,RW,51,85,78
TOTGS,Ricardo Rodríguez,83,79,Switzerland,88,Milan,86,LB,84,76,78
IF,Heung Min Son,87,89,Korea Republic,81,Tottenham Hotspur,86,LM,32,87,71
IF,Fernandinho,82,75,Brazil,86,Manchester City,86,CDM,84,76,83
HERO,Sadio Mané,87,94,Senegal,80,Liverpool,86,RW,38,82,77
HERO,Medhi Benatia,68,76,Morocco,60,Juventus,86,CB,87,45,84
WORLDCUP,Gabriel Jesus,87,89,Brazil,73,CONMEBOL,85,ST,34,82,73
WORLDCUP,Douglas Costa,91,95,Brazil,83,CONMEBOL,85,RW,36,82,70
IF,Shkodran Mustafi,65,70,Germany,66,Arsenal,86,CB,86,61,82
IF,Riyad Mahrez,91,85,Algeria,87,Leicester City,86,RM,31,81,59
FUTMAS,Kalidou Koulibaly,60,75,Senegal,48,Napoli,86,CB,87,30,88
WORLDCUP,Filipe Luís,78,79,Brazil,77,CONMEBOL,85,LB,82,62,79
WORLDCUP,Marquinhos,70,77,Brazil,69,CONMEBOL,85,CB,86,38,78
WORLDCUP,Renato Augusto,84,67,Brazil,84,CONMEBOL,85,CAM,66,77,69
SBC,Adam Lallana,88,75,England,86,Liverpool,85,CM,67,83,76
WORLDCUP,José María Giménez,57,72,Uruguay,54,CONMEBOL,85,CB,88,47,83
SBC,Joel Matip,72,69,Cameroon,75,Liverpool,85,CB,88,51,80
WORLDCUP,Gylfi Sigurðsson,81,66,Iceland,86,UEFA,85,CM,60,83,71
FUTTIE,Blaise Matuidi,76,78,France,77,Juventus,85,CDM,82,67,84
WORLDCUP,Heung Min Son,91,89,Korea Republic,82,AFC,85,LM,40,90,72
WORLDCUP,Medhi Benatia,65,74,Morocco,54,CAF,85,CB,86,44,82
WORLDCUP,Marco Reus,85,87,Germany,83,UEFA,85,LM,39,86,63
IF,Piotr Zieliński,87,88,Poland,86,Napoli,85,CM,70,83,66
NIF,Marco Reus,85,88,Germany,84,Borussia Dortmund,86,LM,39,87,64
WORLDCUP,Quaresma,92,87,Portugal,85,UEFA,85,RM,22,77,65
NIF,Isco,89,71,Spain,82,Real Madrid CF,86,CM,54,83,62
IF,Ignacio Piatti,90,84,Argentina,87,Montreal Impact,85,LW,54,87,78
NIF,Sokratis,61,78,Greece,55,Borussia Dortmund,86,CB,87,52,84
FOF,Yasuhito Endo,81,60,Japan,89,Gamba Osaka,85,CDM,84,83,86
NIF,Franck Ribéry,89,82,France,83,FC Bayern München,86,LM,25,76,58
NIF,Radja Nainggolan,82,78,Belgium,78,Roma,86,CM,81,80,83
NIF,Sergio Busquets,74,40,Spain,79,FC Barcelona,86,CDM,82,59,81
FUTTIE,Raphaël Varane,65,79,France,61,Real Madrid CF,85,CB,84,45,79
NIF,Alex Sandro,81,86,Brazil,77,Juventus,86,LB,81,65,84
NIF,Pepe,61,68,Portugal,57,Beşiktaş JK,86,CB,86,50,80
NIF,Harry Kane,79,71,England,72,Tottenham Hotspur,86,ST,42,87,83
NIF,James Rodríguez,83,76,Colombia,85,FC Bayern München,86,CAM,40,85,68
NIF,David Luiz,71,70,Brazil,74,Chelsea,86,CB,84,64,81
NIF,Thomas Müller,78,77,Germany,77,FC Bayern München,86,CF,46,82,71
NIF,Toby Alderweireld,66,66,Belgium,72,Tottenham Hotspur,86,CB,87,58,80
NIF,Javi Martinez,66,50,Spain,69,FC Bayern München,86,CB,86,60,80
WORLDCUP,Jordi Alba,82,93,Spain,75,UEFA,85,LB,81,69,72
NIF,Romelu Lukaku,74,83,Belgium,70,Manchester United,86,ST,34,85,84
NIF,Morata,81,83,Spain,71,Chelsea,85,ST,23,81,74
NIF,Nicolás Otamendi,58,63,Argentina,61,Manchester City,85,CB,85,58,82
EUMOTM,Valère Germain,86,83,France,82,Olympique de Marseille,85,ST,35,87,73
NIF,Ciro Immobile,82,83,Italy,62,Lazio,85,ST,38,86,78
NIF,Fernandinho,78,73,Brazil,80,Manchester City,85,CDM,80,74,81
FUT-BIRTHDAY,Yannick Bolasie,92,93,DR Congo,78,Everton,85,LM,34,78,85
PTGS,Leon Goretzka,82,86,Germany,84,FC Schalke 04,85,CM,82,79,80
NIF,Medhi Benatia,65,74,Morocco,55,Juventus,85,CB,86,44,83
NIF,Koke,81,72,Spain,86,Atlético Madrid,85,CM,65,75,76
EUMOTM,Manuel Fernandes,88,84,Portugal,86,Lokomotiv Moscow,85,LM,74,86,77
FUT-BIRTHDAY,Danilo Pereira,78,70,Portugal,74,FC Porto,85,CB,85,70,90
IF,Raúl Albiol,64,60,Spain,62,Napoli,85,CB,88,45,80
SBC,Timo Werner,86,94,Germany,75,RB Leipzig,85,RW,30,85,68
IF,Memphis Depay,87,93,Netherlands,82,Olympique Lyonnais,85,ST,37,86,82
IF,Naby Keïta,91,75,Guinea,81,RB Leipzig,85,CAM,64,78,72
IF,Sead Kolašinac,75,83,Bosnia Herzegovina,74,Arsenal,85,LWB,84,61,93
IF,Josip Iličić,86,76,Slovenia,86,Atalanta,85,CF,41,88,70
IF,Paulinho,85,78,Brazil,82,FC Barcelona,85,CM,80,83,79
IF,Juan Cuadrado,90,93,Colombia,82,Juventus,85,RM,65,82,70
IF,Luis Alberto,88,80,Spain,90,Lazio,85,CM,33,84,63
SBC,Bobô,82,80,Brazil,80,Sydney FC,85,ST,37,87,80
TOTS,Bradley Dack,83,87,England,84,Blackburn Rovers,85,CAM,60,86,81
IF,Andrea Belotti,83,84,Italy,60,Torino,85,ST,31,86,86
TOTS,Charlie Mulgrew,72,61,Scotland,76,Blackburn Rovers,85,CB,86,82,81
POTM,Bradley Dack,83,87,England,84,Blackburn Rovers,85,CAM,60,86,81
IF,Marcelo,68,72,Brazil,68,Olympique Lyonnais,85,CB,87,58,89
IF,Douglas Costa,90,95,Brazil,84,Juventus,85,LM,35,80,67
IF,Mark Uth,84,80,Germany,83,TSG 1899 Hoffenheim,85,ST,38,88,72
IF,Ricardo Pereira,86,91,Portugal,87,FC Porto,85,RB,84,70,78
NIF,Mohamed Salah,87,93,Egypt,76,Liverpool,85,RW,45,77,72
TOTS,Mansour Al Harbi,75,84,Saudi Arabia,84,Al Ahli,85,LB,86,64,75
TOTS,Bobby Reid,83,88,England,77,Bristol City,85,ST,61,85,75
RB,James Milner,83,72,England,93,Liverpool,85,CM,82,80,83
TOTS,Carlos Izquierdoz,58,55,Argentina,62,Santos Laguna,85,CB,86,62,87
TOTS,Lee Jae Sung,85,74,Korea Republic,84,Jeonbuk Hyundai Motors,85,CM,72,78,79
TOTS,Matěj Vydra,86,90,Czech Republic,79,Derby County,85,CAM,37,87,76
TOTS,Umut Bozok,85,84,Turkey,68,Nîmes Olympique,85,ST,23,87,66
ICON,Laurent Blanc,84,83,France,75,Icons,85,CAM,79,82,78
ICON,Jari Litmanen,80,76,Finland,84,Icons,85,CF,33,85,61
ICON,Emmanuel Petit,78,80,France,80,Icons,85,LB,86,73,83
ICON,Gheorghe Hagi,87,86,Romania,85,Icons,85,CAM,37,84,63
ICON,Michael Laudrup,89,87,Denmark,84,Icons,85,CF,35,74,63
ICON,Rui Costa,83,84,Portugal,84,Icons,85,CAM,42,76,74
ICON,Hernán Crespo,84,86,Argentina,70,Icons,85,ST,37,86,70
ICON,Luis Hernández,84,93,Mexico,72,Icons,85,ST,49,84,68
ICON,Filippo Inzaghi,79,74,Italy,65,Icons,85,ST,35,86,62
